Date,Titres,Contents
2017-06-05 ,Décodeur TV4 très mauvais dépanné deux mois après ,Décodeur TV4 très mauvais  en panne d'enregistrement depuis un moisAprès deux mois de panne orange semble enfin avoir réparé.
2017-06-04 ,Bonjour  ,"Bonjour Service client impitoyable  et qui a fait la sourde oreille de votre service client face à un problème technique de l'ensemble des habitants de ma résidence.Le samedi 03/06 j'ai appelé votre service client pour signaler l’absence d'accès à internet  après plusieurs tests  on m'a diagnostiqué un problème de l'installation à mon domicile  et qu'une intervention nécessaire payante (69€) était nécessaire.Or en discutant avec les voisins  je me suis aperçu que ma situation était loin d'être isolée  puisque ma voisine d'en face k rencontrait le même problème  ainsi que d'autres bâtiments de la résidence  et tous clients de la fibre orange. La seule solution qu'on  a propos"" à ces client était payante  de même un diagnostic similaire : une erreur sur l'installation à domicile  comment expliquer que tous ces clients Orange puissent rencontrer le même problème le même jour? Cela semble logique pour orange  qui nie que le problème vient de chez eux. S'agit il d'une stratégie d'orange pour arnaquer ses clients. Suite à mes plusieurs relances par téléphone et par chat  aucune solution ne m'a été proposé.Une assistante a finit par reconnaître au téléphone que le problème venait surement d'orange  mais que le logiciel diagnostique un problème à mon domicile  et qu'elle ne pouvait pas me proposer une autre solution que le déplacement payant d'un technicien  elle a même finit par me raccrocher au nez.Pour finir  je vous déconseille de vous abonner chez orange  si vous ne voulez pas payer des interventions à chaque fois que vous rencontrez un problème sur votre connexion"
2017-06-02 ,Service client pourrit ,Service client pourrit  opérateur super désagréable qui nous crie dessus et nous rigole ouvertement au nez  difficile de mettre une étoile à des merdes pareils (sans faire de généralité)  nous menace d’arrêter la conversation et de nous envoyer un technicien dont nous devons payez les frais de déplacements.
2017-05-27 ,Je déconseille fortement orange ,Je déconseille fortement orange:En plus des bugs répétitifs quand on télephonne au service client ou qu'on va a la boutique ils nous envoient bouler.De plus c trop cher (meme gratuit ca serait trop cher)
2017-05-25 ,😑😑😑 ,Si je pouvais je mettrai même pas une etoile.Un mauvais service  mauvaise connexion  disfonctionnement de la Livebox en permanence. Quand la Livebox est allumé on peut pas avoir la connexion sur les autres écran il faut d'abord éteindre la box pour aller sur son téléphone ou ordinateur.En plus de sa on paye chèr non mais vous êtes quel genre de service.Bientôt vous nous verrez plus et heuresement on est pas chez vous pour mon forfait de téléphone.Aller ciao
2017-05-23 ,Service client Orange Pro désastreux ,"De très loin  le pire service client jamais expérimenté jusqu'à aujourd'hui !Malgré un abonnement Professionnel  aucun service client accessible.41 minutes au téléphone sur un numéro payant pour entendre de la musique et la chanson suivante :""Un agent va bientôt terminer sa communication  veuillez patienter bla bla bla ""Tout ça pour une facturation de 0.17Mo 30 € que j'aurais soit disant consommé en dehors de l'europe au mois d'avril. Je suis resté à Paris tout ce mois. Cherchez l'erreur !Je regrette m'y être abonné sans avoir consulté les avis au préalable. Internet regorge de site et forum qui font les louanges de la qualité désastreuse de cet opérateur.  Orange  hasta la vista baby."
2017-05-20 ,Beugs incessants ,Beugs incessants  service client incompétent et prix beaucoup trop cher vu la connexion internet  à éviter à tout prix !!
2017-05-16 ,Sav incompétent ,Sav qui se moque du monde ! J'envoie mon iPhone 6 pour un problème de connexion wifi (impossible de capter un spot wifi sans être à moins de 5m  emplacement du point GPS à des centaines de mètres de là où je me trouve) avant que la garantie de s'achève.Ils le renvoient en disant que tout fobntionne tres bien. Évidemment rien n'a changé   mais c'est marrant car ma garantie est dépassée maintenant alors on ne peu plus rien faire pour moi. Sacrée banque d'incompétents et une belle arnaque ! La prochaine fois j'envoie à Apple directement !
2017-05-13 ,Orange reste la référence... stop avec les faux commentaires ! ,"Je ne sais pas quoi dire quand je vois les précédents commentaires... sa se vois que ces personnes la n'on jamais etait chez Bouygues ou SFR. Bref en 20 ans chez eux et avec plusieurs ""aller-retour chez la concurrence""  j'en suis toujours revenu a Orange car : - service totalement opérationnel a 100%- débit/réseau supérieur- SAV nickelBref ma plus grande fierté apres avoir essayer tous les différents opérateurs existant et vraiment rien a dire... d'ou mon incompréhension total des précédents avis qui sont totallement différents du miens ou de tout mon entourage ayant deja etait clients chez Orange."
2017-05-09 ,Décodeur TV orange ,Mon décodeur est bloqué sur une chaîne depuis deux jours jai reinitilisé une dizaine de fois et rien ne changec´est tout simplement un beugle de leur matériel le personnel d'orange sont très compétant mais ne veulent pas admettre le manque de fiabilité de ce type de produit ou mieux ils vous raccroche au nez avec un grand merci ces diverses pannes sont régulières la solution est très simple acheter un décodeur numérique indépendant depuis je suis tranquillePourquoi je reste chez orange je n'ai pas le choix se sont les seuls qui désert notre coin tout simplement
2017-05-09 ,LAMENTABLE ,LAMENTABLE J'ai voulu acheter sur le site ORANGE un portable avec forfait pour 199 euro. La somme m'a été débité tout DE SUITE MAIS LE LENDEMAIN orange me demande un chèque de 265 euro qui sera encaissé des validation de ma commande. Je décide alors d'annuler ma commande et la SURPRISE : IL FAUT 15 JOURS A ORANGE POUR VOUS REMBOURSER VOTRE ARGENT !! je trouve cela lamentable.
2017-05-07 ,N'allez pas chez Orange ,Avoir la Wifi avec la livebox relève du surnaturel. En effet vous passerez plus de temps à vous reconnecter quà apprrécier les bienfaits de votre abonnement. En outre imaginons que la box fonctionne n'attendez pas d'elle des miracle : n'oubliez pas qu'elle vient de sortir d'hibernation  un peu comme vous un dimanche matin. Ne soyez donc pas surpris d'avoir du mal à charger des vidéos en 144p.PS : je suis en Ile de france
2017-05-03 ,Une facture à 67€  gratuit pas cher c'est orange que j'préfère. ,Facturé 39 60€ pour 7 Mo de data internet a l’étranger (comment ils font pour en arriver a des tarifs pareils ...) sa correspond a deux minutes sur google maps pour noté deux adresse et encore heureux que j'ai penser a réactiver le mode avion  une mise a jour automatique c'est 50 voir 100 Mo.Chez beaucoup d'autres opérateurs avec un forfait entre 15-20 € c'est 1000 Mo gratuit a l'étranger.j'ai contacter le Service Client plusieurs fois  (j'ai trouvé sa marrant d'ailleurs) soit on retombe sur des personnes qui comprennent que dalle  soit ont retombe sur d'autres personnes qui nous donnent l'impression de s’être fait insulté toute la journée ...Client orange ? Plus jamais  merci :)
2017-04-30 ,SAV inefficace ! Et opérateur cher . ,L'opérateur le plus cher   j'y restais parce que le service après vente était de qualité  et les soucis éventuels d'accès étaient réglés rapidement. mais depuis quelques mois  c'est une catastrophe. Accès Internet régulièrement défectueux pendant plusieurs jours d'affilé  contact au téléphone avec des personnes odieuses qui préfèrent vous dire que vous ne comprenez rien plutôt que de chercher à identifier la source du problème...et des techniciens qui interviennent à la charge du client. Bref  ras le bol  et en prime  comme je n'ai plus internet   me voilà à devoir aller chercher les infos pour souscrire chez un autre fournisseur d'accès depuis un point d'accès WiFi extérieur....le pompon !
2017-04-14 ,En gros un répondeur fait tout pour te … ,En gros un répondeur fait tout pour te raccrocher au nez et ne pas te passer de conseillés. Cher opérateur Orange  si vous avez du mal à suivre c est que vous avez énormément de clients  donc embauché des opérateurs pour répondre au clients qui font votre richesse (je parle des 0000 sur la fiche de paye ! ^^)  et si possible embaucher en France  la courbe du chaumage vous dira merci. Bref  vous l avez compris excédé par ce répondeur qui ne comprends rien à ce qu on lui demande. Nul nul et ben  nul
2017-04-12 ,Totalement nul ,Totalement nul. Impossible de les contacter  ni par téléphone  ni par Internet. Une entreprise fantôme championne de la non-communication.
2017-04-12 ,Orange mais lol les nuls !!! ,Orange c'est des voleurs et lls sont loin  très loin d'avoir le sens commerciale. 12 ans que je suis chez eux et depuis 2 ou 3 ans je n'ai que des soucis. En résumé  une bande de boulets et de bras cassés. je suis à la recherche de bons concurrents. ne choisissez pas ce FAI si vous ne voulez pas être déçu.
2017-04-08 ,Suite à la panne de mon téléphone ,Suite à la panne de mon téléphone  j'ai pris contact avec le service assurance qui n'a voulu prendre en compte ma demande. Ayant pourtant souscrit une assurance. Je trouve cela inadmissible. Sans parler de leur amabilité au téléphone. A deux reprise on m'a raccroché au nez sans avoir de réponses au problème. Voila pourquoi je vous fait part de mon mécontentement. Je souhaite donc résilier mon contrat pour aller chez un concurrent (free).
2017-04-07 ,A la lecture des messages cela confirme … ,A la lecture des messages cela confirme bien mes craintes. Plus d'accueil  une facturation excessive et des débits merdiques.J'ai moi aussi eu le droit au déplacement payant. Que l'état retire ses billes et laisse orange seul face à ses difficultés. Service inexistant  ils peuvent toujours nous envoyer leur avis satisfaction.
2017-04-05 ,Allez chez la concurrence ,Pas d'Internet depuis 2 semaines  2 prises de rendez-vous sans que le technicien ne vienne. On se fait balader.
2017-04-04 ,Mieux ! ,Le site s'est vraiment beaucoup amélioré ces derniers mois. Le chat est très efficace pour résoudre les problèmes.
2017-04-03 ,L'opérateur Orange a changé mon forfait … ,L'opérateur Orange a changé mon forfait qui me convenait  sans mon avis. Impossible de revenir en arrière malgré passages en boutique  mails  appels téléphoniques  courrier. Il fallait que je paye un forfait plus cher. Les conseillers/ conseillères sont aimables mais ne peuvent pas répondre à la demande ... seulement formé(e)s pour vendre des produits téléphoniques. Je suis allée chez red de SFR: beaucoup plus de possibilités et pour beaucoup moins cher: Je suis ravie d'avoir changé d'opérateur. Finalement  l'argument d'orange de justifier ses prix plus élevés par le service après vente ne tient pas. A FUIR.
